week,kickoff,home,away,neutral,pred,spread_open,mkt_margin,edge,side_play,proj_total,total_open,tot_edge,tot_side,tot_play,tot_status,posted,posted_basis
1,2026-09-05,Hardin Simmons,Chapman,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Saint Vincent,Hilbert,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Wisconsin Eau Claire,Alma,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,North Central College,Bethel (MN),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Elmhurst,Illinois College,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Shepherd,Frostburg State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Morehouse,Clark Atlanta,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Washburn,Colorado School of Mines,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Iowa State,Southeast Missouri State,FALSE,NA,-29.5,29.5,NA,NA,NA,53.5,NA,NA,NA,NA,NA,NA
1,2026-09-05,Michigan Tech,Midwestern State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Lincoln (PA),West Chester,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Virginia State,Bowie State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Air Force,Duquesne,FALSE,NA,-30.5,30.5,NA,NA,NA,58.5,NA,NA,NA,NA,NA,NA
1,2026-09-05,Kentucky,Youngstown State,FALSE,NA,-23.5,23.5,NA,NA,NA,62.5,NA,NA,NA,NA,NA,NA
1,2026-09-05,Wofford,Gardner-Webb,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Anderson (IN),Allegheny,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Martin Luther,Macalester,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Lake Forest,Greenville,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Hanover,Centre,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Coe,Cornell (IA),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Ripon,Concordia (WI),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Minnesota Morris,Concordia Chicago,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Concord,Bluefield State,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Indianapolis,Findlay,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Gustavus Adolphus,Central College,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Quincy,Roosevelt,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Ferrum,Emory & Henry,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Carnegie Mellon,John Carroll,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Jamestown,Sioux Falls,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Buena Vista,Benedictine (IL),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,St. Norbert,Carroll (WI),FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Wheaton (IL),Mount Union,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Wisconsin Whitewater,Carleton,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2026-09-05,Wisconsin Platteville,Aurora,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
